id,tweet,emoji
27649,I learned to distance myself from people with different goals then me and my life got 1000 times better,['hundred_points']
27650,Omg this dude set an alarm my prayers have been answered even though he probably wont wake up,['face_with_rolling_eyes']
27651,found this today rt for some good luck,['sparkles']
27652,Girl dont make me call her and she flame yo ass,['face_with_tears_of_joy']
27653,Defo a difference between saying something and doing it ,"['person_shrugging', 'male_sign']"
27654,Messicans be saying nigga more than anybody,['loudly_crying_face']
27655,Idk that Lay 1st Mini Album Lose Controls is now Love Yourself The disrespect to the legendary solo album,['face_with_rolling_eyes']
27656,Houston i just flew over yall beach the water brown as shit Like mud brown,['flushed_face']
27657,You are such a Sweetheart Love You VD We Love Varun Dhawan,"['red_heart', 'smiling_face_with_heart-eyes']"
27658,Im so ready for this Please listen Jamies laugh,['face_with_tears_of_joy']
27659,Freak Add me on Snapchat LustFeed Posting NAUGHTY snaps for you to enjoy,['fire']
27660,The Incredibles are back on June 15 Watch a brandnew sneak peek of now,['collision']
27661,lets hope that 2018 will be your year turning back become an actor get recognize by others and be happy forever,['blue_heart']
27662,Our talented producer who is also a photographer,['beaming_face_with_smiling_eyes']
27663,medal No 100 belongs to,['right_arrow']
27664,Kings vs Magic is something,['face_with_tears_of_joy']
27665,I feel so attacked by Kang Daniel,['smiling_face_with_heart-eyes']
27666,The performer announcements this week,['fire']
27667,where did you get the custom,['smiling_face_with_heart-eyes']
27668,I hope my favs the have a great week,['purple_heart']
27669,I feel so unstoppable can nothin faze me now,['flexed_biceps']
27670,get you a goofy girl,['face_with_tears_of_joy']
27671,Superly responded ,"['thumbs_up', 'folded_hands']"
27672,Be happy no matter what happens in your life no matter who treats you bad Still smile Youre living,['red_heart']
27673,Its matchday Hazard getting ready for Barca like,['blue_heart']
27674,Bhabi doin doggy www indianpreteensexvideo com brazzers passionate sex videos carmen,['backhand_index_pointing_right']
27675,1RETWEET 1 VOTE 1 REPLY 1 VOTE xiumin stans where you at lets help each other to trend our dearest minseok,"['heavy_check_mark', 'red_heart', 'red_heart']"
27676,Yo heart dont race when you aint got shit to hide ,"['person_shrugging', 'male_sign']"
27677,Me wishing for jungkook to tweetpost something ps not overwatch pls,['face_with_tears_of_joy']
27678,So much love between from last nights closing dinner at,['red_heart']
27679,smh Hollywood changed me,['face_with_tears_of_joy']
27680,SEE WHAT HE DID Dems Trust us Give us a clean bill now well give you etc later Trust,"['backhand_index_pointing_right', 'backhand_index_pointing_right']"
27681,Mom approved tooth tunes,['rolling_on_the_floor_laughing']
27682,my phone is so dirty and my lazy ass still cant go get a disinfectant wipe from the laundry room to wipe it,['face_with_rolling_eyes']
27683,I could watch this all day,['smiling_face_with_heart-eyes']
27684,Check me out bro this sound is your type and what you are looking for trust me just listen to it,['folded_hands']
27685,17 years ago Randy Johnson threw his most memorable fastball,['flushed_face']
27686,Even them young ones mane,['fire']
27687,Watch BTS Dope MV 1theK Channel LikeCommentSubscribe Share on TwitterFBInsta Curr,"['right_arrow', 'thumbs_up', 'heavy_check_mark', 'backhand_index_pointing_right']"
27688,First goal Second goal brace against Spurs,['raising_hands']
27689,START Rest of the community will follow soon enough,['face_with_tears_of_joy']
27690,For real I never joke,['thinking_face']
27691,Dont half way with the bitch,['face_with_tears_of_joy']
27692,INCREDIBLE  ,"['clapping_hands', 'clapping_hands', 'clapping_hands']"
27693,Wow that was a really short break but were back again,['smiling_face_with_sunglasses']
27694,Im pretty sure this 1 sec video just blessed your day,['sparkles']
27695,Stealing first place for Contact Centre of the Year Over 250 Seats is,['trophy']
27696,HAPPY BIRTHDAY SIS KEEP SHINING  I LOVE YOU,"['red_heart', 'yellow_heart']"
27697,i got my son today,['red_heart']
27698,That no 5 comment tho,['eyes']
27699,iKON is trending at too but Hanbin only posted screenshot of June trending at Our leader is proud,"['loudly_crying_face', 'loudly_crying_face']"
27700,4 features even one person listening to my music is a blessing cant wait to share my new shit with all of you Just,['two_hearts']
27701,Who is likely to WIN,['flushed_face']
27702,happy birthday love you girlfriend cant wait to eff it up at miami w you next year  ,"['red_heart', 'red_heart', 'red_heart']"
27703,Should i try and ride the 30min ferry from bataanmanila today,['thinking_face']
27704,Cardi B in the new Alexa commercial has me WEAAAKKK,['face_with_tears_of_joy']
27705,Bro I was on some other shit,['face_with_tears_of_joy']
27706,am i the only one who was like jeongin Kai Lol its jong in for kai right,['eyes']
27707,The more your disappointed by someone the less it hurts ,"['person_shrugging', 'female_sign']"
27708,my queen did that,['hundred_points']
27709,Cover debut King of Strong Style 19802014 Preorder now,['right_arrow']
27710,LOUISVILLEI will be playing an after show at Bar on 4th street after the show tonight Come hang,['smiling_face_with_sunglasses']
27711,ah im so glad you like it,['red_heart']
27712,How bomb is my cousin shes really goals AF,"['smiling_face_with_heart-eyes', 'weary_face']"
27713,i hate a wyd every 5 minute ass mf ,"['face_with_rolling_eyes', 'female_sign']"
27714,Better pop out bro,['smiling_face_with_sunglasses']
27715,Idgaf How Bad shes Is Im Attracted To How Shes Move,['hundred_points']
27716,Yall want Allkpop and Koreaboo to write about this so bad like its the only thing i see,['loudly_crying_face']
27717,START I love DIDDDLES TRENDY SALE EVERYTHING IS 000 AND YOU JUST PAY SHIPPING UNLIMITED ITEMS at checkout h,['flushed_face']
27718,That actually sounds pretty good Id try it,['red_heart']
27719,Not sure about Notts though Probably doing us a favour with Liverpool instead,['thinking_face']
27720,Pitch perfect 3 memang gempak,['smiling_face_with_heart-eyes']
27721,Who is this man What are we saying What are we planning Oh its goood Youll thank me later ht,['winking_face']
27722,Raizada arrive at Guptas with a proposal Snake disappeared from the back door Arshi moments though Epi 136,['smiling_face_with_heart-eyes']
27723,Young MA I get the bag freestyle Sounding or,['fire']
27724,We fucked your bitch now you mad,['face_with_tears_of_joy']
27725,legitimate same day process lets work today 250 Specials All Day,['hundred_points']
27726,30 goals for nine consecutive seasons,['raising_hands']
27727,You looo like Moana and Mulan WHY ARE YOU A DISNEY PRINCESS,"['loudly_crying_face', 'loudly_crying_face']"
27728,iHeart Stats for the last hour 1st 3099K EXOL 2823K We need to work harder EXOL if you want to win this,['police_car_light']
27729,Calling teachers by their first name,['face_with_tears_of_joy']
27730,god is removing all of the negative energy out of my life,['face_with_tears_of_joy']
27731,Play Been Through by EXO Please K,['folded_hands']
27732,Blessing someone with this one RT to win soft glam must be following me Tag your friends loves,['raising_hands']
27733,1 Retweet this 2 Follow all that Like amp Retweet 3 Follow back all that follow you 4 Gain with,"['white_heavy_check_mark', 'white_heavy_check_mark', 'white_heavy_check_mark', 'fire']"
27734,1 Follow,['backhand_index_pointing_right']
27735,about how true friends are there for you when you need them the most,['blue_heart']
27736,Happy happy birthday dear Menggay May you continue to give love to the people you hold dear and much joy to the live,['yellow_heart']
27737,im not taking hala wtf he trippin,['face_with_tears_of_joy']
27738,yeah dude the lightning amp thunder have hit,['weary_face']
27739,I want Mark Jungwoo and Lucas aka the bieberanians squad to cover Justin songs,['folded_hands']
27740,I JUST NUT THE BIGGEST NUT,['smiling_face_with_heart-eyes']
27741,Wendy reacts to her own shit 2018 uhhh,"['face_with_tears_of_joy', 'smiling_face_with_heart-eyes']"
27742,Gain 1 Billion followers Retweet this fast follow everyone follow back everyone Turn on my notificati,"['backhand_index_pointing_right', 'backhand_index_pointing_right', 'backhand_index_pointing_right']"
27743,START SINCE YALL DESTABILIZED OUR COUNTRY WITH WAR CHAD,['speaking_head']
27744,But like always gets them and always does them right back to me,['loudly_crying_face']
27745,Someone get her a coffee shes not making sense,['face_with_tears_of_joy']
27746,i am obsessed with this my favorite song youve ever done love you,['purple_heart']
27747,Masternims gave Lisa this thing she will be very happy,"['loudly_crying_face', 'face_with_tears_of_joy']"
27748,Never understood why the Rangers fans sing simply the best Spirit in the sky is a far more fitting tune,['thinking_face']
27749,I love him sooo much,['two_hearts']
27750,gotta represent bestie,['red_heart']
27751,Going to work and I see this they have surrendered again,['face_with_tears_of_joy']
27752,Being loyal bring you pain showing love a get you hanged,['hundred_points']
27753,Yes because its childish of me to have an opinion Thanks stranger,['thumbs_up']
27754,I wanna take a trip after graduation,['hundred_points']
27755,When the niggas hurt,['weary_face']
27756,I like GSM Might steal it And explain it every single time I use it because nobody knows what it means,['face_with_tears_of_joy']
27757,cant believe i called some of u bitches my friends before embarrassing af,['face_with_tears_of_joy']
27758,Catch me with my tittie in oomfs mouth ALLL SUMMER,['sparkles']
27759,RT THIS AND IN 5 MINUTES GOOD LUCK WILL COME,['folded_hands']
27760,Back together the Champions of England,['trophy']
27761,Neymar in 201718 for Paris Games 23 Goals 24 Assists 13,['fire']
27762,Father amp Son Love Ufff your smile Love You To The Moon And Back Always Stay Under The Cloud Of Allahs,"['smiling_face_with_smiling_eyes', 'smiling_face_with_heart-eyes']"
27763,Ive been so bipolar AFFF these past couple of days I need to get my life together,"['person_facepalming', 'loudly_crying_face']"
27764,Here are the exact moments all the Spongebob memes were born,['face_with_tears_of_joy']
27765,Bammm Gain active followers Retweet this Fav this Follow everyone Follow me Ifb,"['backhand_index_pointing_right', 'hundred_points', 'hundred_points', 'hundred_points']"
27766,channel head should be arrested fr displaying alcohol widout vaidhyanik chetwani,['face_with_tears_of_joy']
27767,I hate hotels How you double book a room I was in the shower somebody walked in like oh this somebody room already    ,"['face_with_rolling_eyes', 'female_sign', 'person_facepalming', 'female_sign']"
27768,I encourage you to study yourself Research yourselflearn about yourself urself Youve been studied and targetedBu,['red_heart']
27769,Deion Sanders a fool,['face_with_tears_of_joy']
27770,Funke Mo gb You all watch this,['face_with_tears_of_joy']
27771,lmfao i cant with you,['face_with_tears_of_joy']
27772,Dont watch as many games as I used to aside from ones forgot what it was like to watch a good match,['weary_face']
27773,but you just threw it at yourself ,"['person_shrugging', 'female_sign']"
27774,I tried my bestbut my best isnt enough,['crying_face']
27775,START Somebody de Depeche Mode,['two_hearts']
27776,Growing up I aint wanna be like Mike I wanted to be like HOV Feeling unstoppable and happy wit the path I chose  http,['sparkles']
27777,a pretty girl with a pretty voice,['red_heart']
27778,heres the link for those asking,['crying_face']
27779,Absolutely awesome fantastic Our Super Luvo and Ruswahl What ambassadors for our country,['red_heart']
27780,Little Mix x Sunday vibes LM HQ x,['two_hearts']
27781,Prayer go out to all those that have been affected by the recent school shooting in Florida,['folded_hands']
27782,No Weapon Formed Against Me Shall Prosper IT WONT WORK ,"['red_heart', 'folded_hands']"
27783,START SKIT Billboard Music Awards Speech,['police_car_light']
27784,START the feels are real,['purple_heart']
27785,So elegant amp beautiful omg,['smiling_face_with_heart-eyes']
27786,Ima need my daughter teeth to all come out already these sleepless nights really getting to me,['weary_face']
27787,Me manda seu whats,['smiling_face_with_heart-eyes']
27788,Enjoy losing this fall,['face_with_tears_of_joy']
27789,FOLLOW EVERYONE WHO RETWEETS AND LIKES THIS Gain 300 just by retweeting Reply ifb Follow everyone who likes an,['fire']
